bg_id,numplayers,best,recommended,not_recommended
2283,1,0,0,1
2283,2,1,0,0
2283,32767,0,0,1
23308,1,0,0,1
23308,2,1,0,0
23308,32767,0,0,1
26768,1,0,0,1
26768,2,0,1,0
26768,3,1,0,0
26768,4,0,0,1
26768,32767,0,0,1
4157,1,0,0,1
4157,2,0,1,0
4157,3,0,1,0
4157,4,2,0,0
4157,32767,0,0,1
24473,1,0,0,3
24473,2,0,0,3
24473,3,0,4,0
24473,4,0,4,0
24473,5,2,2,0
24473,32767,0,0,3
136116,1,0,0,0
136116,2,0,0,1
136116,3,0,0,1
136116,4,0,1,0
136116,5,0,1,0
136116,6,1,0,0
136116,32767,0,0,0
32740,1,0,0,0
32740,2,0,1,0
32740,3,0,1,0
32740,4,2,0,0
32740,32767,0,0,1
122598,1,0,1,1
122598,2,0,0,1
122598,3,0,1,0
122598,4,2,0,0
122598,5,1,0,0
122598,6,2,0,0
122598,7,0,1,0
122598,8,0,1,0
122598,32767,0,0,1
186212,1,0,0,5
186212,2,0,0,5
186212,3,0,1,3
186212,4,4,0,0
186212,5,2,0,0
186212,32767,0,0,2
88881,1,1,0,0
88881,2,2,0,0
88881,3,1,1,0
88881,4,1,1,0
88881,5,0,1,0
88881,6,0,0,0
88881,7,0,0,0
88881,8,0,0,0
88881,9,0,0,0
88881,10,0,0,0
88881,11,0,0,0
88881,12,0,0,0
88881,13,0,0,0
88881,14,0,0,0
88881,15,0,0,0
88881,16,0,0,0
88881,17,0,0,0
88881,18,0,0,0
88881,19,0,0,0
88881,20,0,0,0
88881,21,0,0,0
88881,22,0,0,0
88881,23,0,0,0
88881,24,0,0,0
88881,25,0,0,0
88881,26,0,0,0
88881,27,0,0,0
88881,28,0,0,0
88881,29,0,0,0
88881,30,0,0,0
88881,32767,0,0,0
2750,1,0,0,11
2750,2,0,0,10
2750,3,0,1,8
2750,4,0,11,2
2750,5,3,9,1
2750,6,10,5,0
2750,7,8,5,0
2750,8,10,3,0
2750,32767,1,3,4
375,1,0,0,1
375,2,0,0,2
375,3,0,1,1
375,4,2,1,0
375,5,3,1,0
375,32767,0,0,1
198305,1,0,0,0
198305,2,0,0,1
198305,3,0,1,0
198305,4,0,1,0
198305,5,1,0,0
198305,6,1,0,0
198305,7,1,0,0
198305,8,1,0,0
198305,32767,0,0,0
4509,1,0,0,3
4509,2,0,0,2
4509,3,0,0,2
4509,4,2,0,0
4509,5,0,0,2
4509,6,1,1,0
4509,7,0,0,2
4509,8,1,1,0
4509,32767,1,0,2
2258,1,0,1,0
2258,2,0,1,0
2258,3,0,1,0
2258,4,0,2,0
2258,5,0,2,0
2258,6,1,1,0
2258,7,0,0,0
2258,8,0,0,0
2258,9,0,0,0
2258,10,0,0,0
2258,11,0,0,0
2258,12,0,0,0
2258,32767,0,0,0
175730,1,0,0,0
175730,2,1,1,0
175730,3,2,0,0
175730,4,1,1,0
175730,32767,0,0,0
46147,1,0,0,5
46147,2,0,0,5
46147,3,0,4,1
46147,4,3,3,0
46147,5,6,1,0
46147,6,5,1,0
46147,7,0,5,0
46147,8,0,4,1
46147,32767,0,3,0
217007,1,0,0,2
217007,2,0,0,2
217007,3,0,0,2
217007,4,0,0,2
217007,5,0,2,0
217007,6,0,2,0
217007,7,1,1,0
217007,8,2,0,0
217007,9,2,0,0
217007,10,2,0,0
217007,11,0,2,0
217007,12,0,1,1
217007,13,0,0,2
217007,14,0,0,2
217007,15,0,0,2
217007,32767,0,0,2
182865,1,0,1,0
182865,2,1,0,0
182865,3,0,1,0
182865,4,0,0,1
182865,32767,0,0,1
57129,1,1,0,1
57129,2,2,0,0
57129,3,1,1,0
57129,4,2,0,0
57129,32767,1,0,0
391,1,0,0,0
391,2,0,0,0
391,3,0,0,0
391,4,0,1,0
391,5,0,0,0
391,6,0,0,0
391,32767,0,0,0
287810,1,0,0,2
287810,2,0,1,1
287810,3,0,0,1
287810,4,0,1,0
287810,5,0,1,0
287810,6,0,1,0
287810,7,0,0,0
287810,8,0,0,0
287810,9,0,0,0
287810,10,0,0,0
287810,11,0,0,0
287810,12,0,0,0
287810,13,0,0,0
287810,14,0,0,0
287810,15,0,0,0
287810,16,0,0,0
287810,17,0,0,0
287810,18,0,0,0
287810,19,0,0,0
287810,20,0,0,0
287810,32767,0,0,0
36380,1,0,0,1
36380,2,0,0,1
36380,3,0,1,0
36380,4,1,0,0
36380,5,1,0,0
36380,32767,0,0,1
32369,1,0,0,4
32369,2,5,1,0
32369,32767,1,0,2
11037,1,0,0,0
11037,2,0,0,1
11037,3,0,1,0
11037,4,2,0,0
11037,5,1,0,0
11037,6,1,1,0
11037,32767,0,0,0
20989,1,0,0,1
20989,2,0,1,0
20989,3,0,1,0
20989,4,1,0,0
20989,32767,0,0,1
246037,1,0,0,0
246037,2,0,0,1
246037,3,0,0,0
246037,4,0,1,0
246037,5,0,0,0
246037,6,1,1,0
246037,7,0,0,0
246037,8,0,0,0
246037,32767,0,0,0
20924,1,0,0,1
20924,2,0,0,1
20924,3,0,0,1
20924,4,0,1,0
20924,5,1,0,0
20924,6,1,0,0
20924,32767,0,0,1
2738,1,0,0,1
2738,2,0,0,1
2738,3,1,0,0
2738,4,1,0,0
2738,5,0,0,1
2738,32767,0,0,1
145401,1,0,0,0
145401,2,0,1,0
145401,3,1,1,0
145401,4,2,0,0
145401,5,0,1,1
145401,32767,0,0,0
14812,1,0,0,1
14812,2,0,0,1
14812,3,1,0,0
14812,4,1,0,0
14812,5,0,1,0
14812,6,0,1,0
14812,32767,0,0,1
13128,1,0,0,1
13128,2,0,0,1
13128,3,0,1,0
13128,4,1,0,0
13128,5,0,1,0
13128,32767,0,0,1
105123,1,0,0,0
105123,2,0,2,0
105123,3,0,1,0
105123,4,1,0,0
105123,5,0,1,0
105123,6,0,1,0
105123,32767,0,0,0
76551,1,0,0,2
76551,2,2,0,0
76551,3,2,0,0
76551,4,2,0,0
76551,5,2,0,0
76551,6,2,0,0
76551,32767,0,1,0
235534,1,0,0,1
235534,2,0,1,0
235534,3,0,1,0
235534,4,0,1,0
235534,5,1,0,0
235534,32767,0,0,1
10575,1,0,0,4
10575,2,0,0,2
10575,3,0,1,1
10575,4,4,0,0
10575,32767,0,0,2
2656,1,0,0,1
2656,2,2,0,0
2656,3,1,0,1
2656,4,1,0,1
2656,5,0,1,1
2656,32767,0,0,2
1178,1,0,0,3
1178,2,0,1,2
1178,3,1,1,1
1178,4,2,1,0
1178,32767,0,0,2
21529,1,0,0,1
21529,2,0,2,0
21529,3,2,0,0
21529,4,1,1,0
21529,32767,0,1,0
187033,1,0,1,0
187033,2,1,0,0
187033,3,0,1,0
187033,4,0,1,0
187033,5,0,1,0
187033,32767,0,0,1
134255,1,1,0,0
134255,2,0,1,0
134255,32767,0,0,1
38418,1,0,0,0
38418,2,0,0,2
38418,3,1,2,0
38418,4,0,3,0
38418,5,0,3,0
38418,32767,0,0,1
24323,1,0,0,0
24323,2,0,1,0
24323,3,1,0,0
24323,4,1,0,0
24323,32767,1,0,0
276801,1,0,0,1
276801,2,0,0,1
276801,3,0,0,1
276801,4,0,0,1
276801,5,0,0,1
276801,6,0,0,1
276801,32767,0,0,1
35877,1,0,0,4
35877,2,0,3,2
35877,3,3,3,0
35877,4,5,1,0
35877,32767,0,0,4
263189,1,0,1,3
263189,2,0,3,0
263189,3,3,1,1
263189,4,3,1,1
263189,5,0,1,2
263189,6,0,1,2
263189,7,0,0,4
263189,8,0,0,4
263189,32767,0,0,3
5512,1,0,0,1
5512,2,1,0,0
5512,32767,0,0,1
39145,1,0,0,1
39145,2,0,1,0
39145,3,2,0,0
39145,4,0,1,0
39145,32767,0,0,1
224751,1,0,0,2
224751,2,0,1,2
224751,3,0,2,0
224751,4,1,1,0
224751,5,1,1,0
224751,6,0,2,0
224751,7,0,1,1
224751,32767,0,0,2
13309,1,0,0,0
13309,2,0,0,0
13309,3,0,1,0
13309,4,0,1,0
13309,5,0,0,0
13309,6,0,0,0
13309,32767,0,0,0
183831,1,0,0,2
183831,2,0,0,2
183831,3,0,0,2
183831,4,0,2,0
183831,5,1,1,0
183831,6,2,0,0
183831,7,1,1,0
183831,8,0,2,0
183831,9,0,1,1
183831,10,0,0,2
183831,11,0,0,2
183831,12,0,0,2
183831,32767,0,0,2
100374,1,0,0,1
100374,2,0,1,1
100374,3,0,2,0
100374,4,1,1,0
100374,5,0,1,0
100374,32767,0,0,1
158947,1,0,0,1
158947,2,2,0,0
158947,32767,0,0,2
19484,1,0,0,1
19484,2,0,1,1
19484,3,0,2,0
19484,4,3,0,0
19484,32767,0,0,1
131389,1,0,0,1
131389,2,0,0,1
131389,3,0,1,0
131389,4,1,0,0
131389,5,0,1,0
131389,32767,0,0,1
65134,1,0,0,4
65134,2,0,1,3
65134,3,1,3,0
65134,4,5,0,0
65134,32767,0,1,3
11854,1,0,0,1
11854,2,0,0,1
11854,3,1,0,0
11854,4,1,0,0
11854,5,0,0,0
11854,32767,0,0,0
304021,1,0,1,0
304021,2,1,0,0
304021,3,1,0,0
304021,4,0,0,0
304021,5,0,0,0
304021,6,0,0,0
304021,32767,0,0,0
148517,1,0,0,2
148517,2,0,3,2
148517,3,3,1,1
148517,4,5,1,0
148517,32767,0,0,0
6228,1,0,2,0
6228,2,2,0,0
6228,32767,0,2,0
2990,1,0,0,3
2990,2,4,0,0
2990,32767,0,0,3
171369,1,0,0,0
171369,2,0,0,1
171369,3,0,0,0
171369,4,0,0,0
171369,5,0,0,0
171369,6,0,0,0
171369,7,0,0,0
171369,8,0,0,0
171369,32767,0,0,0
168840,1,0,0,4
168840,2,0,1,3
168840,3,1,0,3
168840,4,2,0,2
168840,32767,0,0,3
232351,1,0,1,1
232351,2,2,0,0
232351,32767,0,1,1
2941,1,0,0,1
2941,2,0,0,1
2941,3,1,0,0
2941,4,0,1,0
2941,5,0,0,0
2941,6,0,0,0
2941,32767,0,0,0
2403,1,0,0,0
2403,2,0,0,0
2403,3,0,0,0
2403,4,1,0,0
2403,5,1,0,0
2403,6,1,0,0
2403,32767,0,0,0
2378,1,0,0,1
2378,2,0,1,0
2378,3,2,0,0
2378,4,1,0,0
2378,32767,0,0,1
9559,1,0,0,1
9559,2,0,1,0
9559,3,0,1,0
9559,4,1,0,0
9559,32767,0,0,1
13918,1,0,3,0
13918,2,3,0,0
13918,32767,0,1,2
116975,1,0,0,0
116975,2,1,0,0
116975,3,0,0,1
116975,4,0,0,0
116975,5,0,0,0
116975,32767,0,0,0
4460,1,0,0,1
4460,2,0,1,1
4460,3,0,1,1
4460,4,1,0,1
4460,32767,0,0,1
130823,1,0,0,0
130823,2,0,0,1
130823,3,0,1,0
130823,4,1,0,0
130823,5,0,0,0
130823,32767,0,0,0
280149,1,0,0,0
280149,2,0,1,0
280149,3,0,1,0
280149,4,0,1,0
280149,32767,0,0,0
42920,1,0,0,2
42920,2,0,2,0
42920,3,2,0,0
42920,4,0,2,0
42920,32767,0,0,2
3427,1,0,1,2
3427,2,2,1,0
3427,3,2,1,0
3427,4,0,1,2
3427,5,0,0,3
3427,6,0,0,3
3427,32767,0,0,3
35482,1,0,0,1
35482,2,0,1,0
35482,3,0,1,0
35482,4,1,0,0
35482,32767,0,0,1
4037,1,0,0,0
4037,2,1,0,0
4037,32767,0,0,0
120515,1,0,0,6
120515,2,0,3,4
120515,3,3,5,0
120515,4,9,2,0
120515,32767,1,1,2
6693,1,0,0,1
6693,2,0,1,0
6693,3,0,1,0
6693,4,0,1,0
6693,32767,0,0,1
85504,1,0,0,2
85504,2,0,1,1
85504,3,2,0,0
85504,4,2,0,0
85504,32767,0,0,2
82216,1,0,0,2
82216,2,0,0,2
82216,3,0,2,0
82216,4,1,1,0
82216,5,0,2,0
82216,6,0,2,0
82216,32767,0,1,0
21257,1,0,0,1
21257,2,0,0,1
21257,3,0,0,1
21257,4,0,0,1
21257,5,0,0,1
21257,6,0,0,1
21257,32767,0,0,1
3719,1,0,0,2
3719,2,3,0,0
3719,32767,0,0,2
10625,1,0,0,3
10625,2,0,3,0
10625,3,4,0,0
10625,32767,0,1,1
2547,1,0,0,1
2547,2,0,0,1
2547,3,0,1,0
2547,4,1,0,0
2547,32767,0,0,1
928,1,0,0,1
928,2,0,0,1
928,3,0,0,1
928,4,0,1,0
928,5,0,1,0
928,6,0,1,0
928,7,1,0,0
928,32767,0,1,0
189520,1,0,0,1
189520,2,0,0,1
189520,3,0,0,1
189520,4,0,1,0
189520,5,0,1,0
189520,6,1,0,0
189520,7,1,0,0
189520,8,1,0,0
189520,9,0,1,0
189520,10,0,1,0
189520,11,0,1,0
189520,12,0,1,0
189520,32767,0,0,1
3297,1,0,0,1
3297,2,0,0,1
3297,3,0,0,1
3297,4,1,0,0
3297,32767,0,1,0
299249,1,0,1,2
299249,2,1,0,2
299249,3,0,2,1
299249,4,1,1,1
299249,32767,0,0,3
5532,1,0,0,1
5532,2,0,0,1
5532,3,0,1,0
5532,4,1,0,0
5532,5,0,1,0
5532,6,0,1,0
5532,32767,0,0,0
13951,1,0,0,1
13951,2,1,0,0
13951,32767,0,0,1
622,1,0,0,1
622,2,0,1,1
622,3,0,1,1
622,4,0,2,0
622,5,0,1,0
622,6,0,1,0
622,7,0,1,0
622,8,0,1,0
622,32767,0,0,1
1871,1,0,0,1
1871,2,0,0,1
1871,3,0,1,0
1871,4,1,0,0
1871,5,0,1,0
1871,32767,0,0,1
3160,1,0,0,0
3160,2,3,0,0
3160,32767,0,0,0
197909,1,0,0,0
197909,2,0,0,0
197909,3,0,0,0
197909,4,1,0,0
197909,5,1,0,0
197909,32767,0,0,0
195161,1,0,0,1
195161,2,0,0,1
195161,3,1,1,0
195161,4,2,0,0
195161,5,2,0,0
195161,6,1,1,0
195161,32767,0,0,0
110511,1,0,0,0
110511,2,0,0,0
110511,3,0,1,0
110511,4,0,1,0
110511,32767,0,0,0
2783,1,0,0,2
2783,2,0,2,1
2783,3,2,0,0
2783,4,2,1,0
2783,5,0,2,0
2783,6,1,1,1
2783,32767,0,0,2
18695,1,0,0,1
18695,2,0,0,0
18695,3,1,0,0
18695,4,0,1,0
18695,32767,0,0,0
1464,1,0,0,0
1464,2,0,4,0
1464,3,5,0,0
1464,4,0,5,0
1464,5,0,1,1
1464,6,0,0,1
1464,32767,0,0,2
353,1,0,0,10
353,2,0,1,10
353,3,0,4,6
353,4,11,1,0
353,5,1,4,4
353,32767,0,1,9
386,1,0,0,9
386,2,1,8,1
386,3,0,5,4
386,4,10,0,0
386,32767,0,0,6
61,1,0,0,6
61,2,2,2,3
61,3,4,2,1
61,4,2,5,0
61,5,1,2,2
61,6,0,1,3
61,32767,0,0,4
3753,1,0,0,1
3753,2,0,0,2
3753,3,0,1,1
3753,4,1,1,0
3753,5,1,1,0
3753,6,1,0,0
3753,32767,1,0,1
159437,1,0,0,0
159437,2,0,0,1
159437,3,0,0,0
159437,4,0,1,0
159437,5,1,0,0
159437,32767,0,0,0
111299,1,0,0,1
111299,2,0,0,2
111299,3,0,0,0
111299,4,0,0,0
111299,5,0,0,0
111299,6,0,1,0
111299,32767,0,0,0
95893,1,0,0,1
95893,2,0,0,1
95893,3,1,1,0
95893,4,2,0,0
95893,5,0,1,0
95893,32767,0,0,1
4279,1,0,0,0
4279,2,0,1,0
4279,3,0,1,0
4279,4,0,1,0
4279,5,0,1,0
4279,6,1,0,0
4279,32767,0,0,0
6398,1,0,0,2
6398,2,1,0,0
6398,3,0,2,0
6398,4,1,1,0
6398,32767,0,0,0
108176,1,0,0,0
108176,2,0,0,0
108176,3,0,0,0
108176,4,0,0,0
108176,5,0,0,0
108176,6,0,0,0
108176,7,0,0,0
108176,8,1,0,0
108176,9,0,0,0
108176,10,0,0,0
108176,11,0,0,0
108176,12,0,0,0
108176,13,0,0,0
108176,14,0,0,0
108176,15,0,0,0
108176,16,0,0,0
108176,17,0,0,0
108176,18,0,0,0
108176,19,0,0,0
108176,20,0,0,0
108176,21,0,0,0
108176,22,0,0,0
108176,23,0,0,0
108176,24,0,0,0
108176,25,0,0,0
108176,26,0,0,0
108176,27,0,0,0
108176,28,0,0,0
108176,29,0,0,0
108176,30,0,0,0
108176,32767,0,0,0
32679,1,2,0,0
32679,2,1,0,1
32679,32767,0,0,1
55597,1,0,0,5
55597,2,0,2,3
55597,3,0,4,0
55597,4,5,0,0
55597,32767,0,0,3
20028,1,1,0,1
20028,2,0,1,0
20028,3,0,1,0
20028,4,0,1,0
20028,32767,0,0,1
5899,1,0,0,1
5899,2,1,0,0
5899,3,0,0,1
5899,4,0,0,0
5899,5,0,0,0
5899,6,0,0,0
5899,32767,0,0,0
32743,1,0,0,6
32743,2,1,2,2
32743,3,2,3,1
32743,4,3,3,0
32743,5,3,2,0
32743,6,3,2,0
32743,7,1,3,1
32743,8,0,3,2
32743,9,0,3,2
32743,10,0,3,2
32743,11,0,0,5
32743,12,0,0,5
32743,13,0,0,5
32743,14,0,0,5
32743,15,0,0,5
32743,32767,0,0,5
5181,1,1,1,2
5181,2,1,0,3
5181,32767,0,0,3
32992,1,0,0,3
32992,2,0,2,1
32992,3,0,3,0
32992,4,3,0,0
32992,32767,0,0,1
38154,1,0,0,3
38154,2,0,1,2
38154,3,0,1,2
38154,4,3,1,0
38154,5,1,2,0
38154,6,2,1,0
38154,7,1,2,0
38154,8,2,1,0
38154,9,0,2,1
38154,10,0,2,1
38154,32767,0,1,2
40350,1,0,0,1
40350,2,1,0,1
40350,3,0,1,0
40350,4,0,1,0
40350,5,2,0,0
40350,6,1,0,0
40350,32767,0,1,1
95705,1,0,0,1
95705,2,0,1,0
95705,3,1,0,0
95705,4,0,1,0
95705,32767,0,0,1
1723,1,0,1,1
1723,2,4,0,0
1723,3,1,0,1
1723,32767,0,2,1
153116,1,1,0,0
153116,2,0,1,0
153116,3,1,1,0
153116,4,0,1,0
153116,5,0,0,0
153116,6,0,0,0
153116,32767,0,0,0
4076,1,0,0,1
4076,2,0,0,1
4076,3,0,1,0
4076,4,1,1,0
4076,5,1,1,0
4076,32767,0,1,0
14275,1,0,0,2
14275,2,0,3,0
14275,3,1,2,0
14275,4,1,2,0
14275,32767,0,0,2
82449,1,0,0,2
82449,2,1,2,1
82449,3,1,1,1
82449,4,1,1,1
82449,32767,0,0,1
154008,1,0,0,0
154008,2,0,0,0
154008,3,1,0,0
154008,4,0,0,0
154008,5,0,0,0
154008,6,0,0,0
154008,7,0,0,0
154008,32767,0,0,0
3021,1,0,0,1
3021,2,0,0,1
3021,3,0,1,0
3021,4,1,0,0
3021,5,1,0,0
3021,6,0,1,0
3021,32767,0,0,1
144790,32767,0,0,0
177502,1,0,0,1
177502,2,0,1,1
177502,3,0,1,0
177502,4,2,0,0
177502,5,1,0,0
177502,6,1,0,0
177502,32767,0,0,1
112692,1,0,0,0
112692,2,0,0,1
112692,3,1,0,0
112692,4,2,1,0
112692,5,0,2,0
112692,6,0,2,0
112692,32767,0,0,0
356,1,0,0,5
356,2,0,1,5
356,3,0,8,0
356,4,7,1,0
356,5,4,4,0
356,6,2,5,1
356,32767,0,0,5
155157,1,0,0,3
155157,2,1,4,1
155157,3,4,1,0
155157,4,5,0,0
155157,32767,0,0,2
2866,1,0,0,2
2866,2,0,0,1
2866,3,0,3,0
2866,4,1,3,0
2866,5,2,2,0
2866,6,0,2,1
2866,32767,0,0,0
67630,1,0,0,1
67630,2,0,0,1
67630,3,0,1,0
67630,4,1,0,0
67630,32767,0,0,1
296420,1,0,0,0
296420,2,0,0,0
296420,3,0,0,0
296420,4,1,0,0
296420,5,1,0,0
296420,6,0,1,0
296420,32767,0,0,0
5856,1,0,1,4
5856,2,1,2,3
5856,3,0,5,1
5856,4,1,4,1
5856,5,1,3,2
5856,6,1,2,2
5856,32767,1,0,3
5675,1,1,0,0
5675,2,0,0,0
5675,3,0,0,0
5675,4,0,0,0
5675,5,0,0,0
5675,6,0,0,0
5675,32767,0,0,0
257074,1,0,0,1
257074,2,0,1,0
257074,3,0,1,0
257074,4,1,0,0
257074,5,0,0,1
257074,32767,0,0,0
183778,1,0,1,1
183778,2,2,0,0
183778,32767,0,0,2
9581,1,1,0,0
9581,2,1,0,1
9581,3,1,0,0
9581,4,0,0,0
9581,5,0,0,0
9581,6,0,0,0
9581,32767,0,0,0
2823,1,0,0,1
2823,2,0,0,1
2823,3,1,0,0
2823,4,1,0,0
2823,5,0,1,0
2823,6,0,1,0
2823,32767,0,1,0
205876,1,0,0,1
205876,2,0,0,1
205876,3,1,0,0
205876,4,0,1,0
205876,32767,0,0,1
103573,1,0,0,1
103573,2,0,1,0
103573,3,1,0,0
103573,4,1,0,0
103573,5,1,0,0
103573,6,1,0,0
103573,7,1,0,0
103573,8,0,1,0
103573,32767,0,0,1
244216,1,0,0,1
244216,2,0,1,0
244216,3,1,0,0
244216,4,0,1,0
244216,32767,0,0,1
42686,1,0,0,1
42686,2,0,0,0
42686,3,0,1,0
42686,4,0,0,0
42686,5,0,0,0
42686,6,0,0,0
42686,7,1,0,0
42686,8,0,0,0
42686,9,0,0,0
42686,10,0,0,0
42686,32767,0,0,0
38577,1,0,0,0
38577,2,0,0,1
38577,3,0,0,0
38577,4,1,0,0
38577,5,0,0,0
38577,6,0,1,0
38577,32767,0,0,0
2916,1,0,0,1
2916,2,0,1,0
2916,3,1,0,0
2916,4,0,1,0
2916,32767,0,0,1
9017,1,0,0,0
9017,2,0,1,0
9017,3,0,0,0
9017,4,0,0,0
9017,5,0,0,0
9017,6,0,0,0
9017,32767,0,0,0
30364,1,0,0,1
30364,2,0,0,1
30364,3,0,1,0
30364,4,1,0,0
30364,5,1,0,0
30364,32767,0,0,1
5759,1,0,0,1
5759,2,0,1,0
5759,3,0,1,0
5759,4,1,0,0
5759,5,0,1,0
5759,6,0,1,0
5759,7,0,0,1
5759,8,0,0,1
5759,32767,0,0,1
67948,1,3,0,1
67948,32767,0,0,4
18696,1,0,0,0
18696,2,0,1,0
18696,3,1,0,0
18696,4,1,0,0
18696,5,1,0,0
18696,6,1,0,0
18696,7,0,0,0
18696,8,0,0,0
18696,32767,0,0,0
4150,1,0,0,2
4150,2,0,2,0
4150,3,2,0,0
4150,4,2,0,0
4150,32767,0,0,2
1517,1,0,1,1
1517,2,2,0,0
1517,3,0,0,2
1517,4,0,0,2
1517,32767,0,0,2
24786,1,0,0,3
24786,2,0,3,0
24786,3,3,0,0
24786,4,3,1,0
24786,5,1,3,0
24786,32767,0,0,3
3944,1,0,0,1
3944,2,0,1,0
3944,3,1,0,0
3944,4,2,0,0
3944,5,0,1,0
3944,6,0,1,0
3944,32767,0,0,1
4864,1,0,1,4
4864,2,0,5,1
4864,3,0,5,0
4864,4,6,2,0
4864,5,4,2,1
4864,6,3,1,1
4864,7,1,3,1
4864,8,1,2,1
4864,9,1,2,2
4864,10,2,1,2
4864,11,1,1,2
4864,12,2,0,2
4864,32767,1,1,2
331666,1,0,0,1
331666,2,1,0,0
331666,32767,0,0,1
251642,1,0,0,1
251642,2,0,1,0
251642,3,0,1,0
251642,4,0,0,0
251642,5,0,0,0
251642,32767,0,0,0
6731,1,0,0,1
6731,2,0,1,0
6731,3,0,1,0
6731,4,1,0,0
6731,32767,0,0,0
141896,1,0,0,1
141896,2,0,2,0
141896,3,0,2,0
141896,4,2,0,0
141896,32767,0,0,1
360,1,0,0,1
360,2,0,0,3
360,3,0,3,0
360,4,3,0,0
360,32767,0,0,1
98350,1,0,0,1
98350,2,2,0,0
98350,3,0,0,1
98350,4,0,1,0
98350,32767,0,0,0
39312,1,0,0,2
39312,2,0,0,3
39312,3,0,2,0
39312,4,1,1,0
39312,5,3,0,0
39312,32767,0,0,2
189203,1,0,0,1
189203,2,0,0,1
189203,3,1,0,0
189203,4,1,1,0
189203,5,0,0,1
189203,32767,0,0,0
71402,32767,2,0,2
12243,1,0,0,1
12243,2,2,0,0
12243,32767,0,0,1
30009,1,4,1,0
30009,32767,0,0,2
154476,1,0,0,7
154476,2,8,0,0
154476,32767,0,0,7
100670,1,0,0,2
100670,2,0,2,0
100670,3,0,2,0
100670,4,0,1,0
100670,5,0,1,0
100670,6,0,1,0
100670,32767,0,1,0
3883,1,0,3,1
3883,2,4,0,0
3883,32767,0,3,1
7547,1,0,0,1
7547,2,0,1,0
7547,3,1,0,0
7547,4,1,0,0
7547,5,0,1,0
7547,32767,0,0,1
175846,1,0,0,5
175846,2,3,2,0
175846,32767,1,2,4
33876,1,0,0,8
33876,2,0,3,4
33876,3,4,3,1
33876,4,4,4,0
33876,5,5,0,2
33876,6,1,4,2
33876,32767,0,2,2
12494,1,0,0,1
12494,2,1,0,0
12494,3,1,0,0
12494,4,1,0,0
12494,32767,0,0,1
2799,1,0,1,0
2799,2,1,0,0
2799,3,1,0,0
2799,32767,1,0,0
1488,1,0,0,1
1488,2,0,0,1
1488,3,0,0,1
1488,4,0,1,0
1488,5,1,0,0
1488,6,0,1,0
1488,32767,0,0,0
21652,1,0,0,4
21652,2,0,0,4
21652,3,0,2,1
21652,4,2,1,0
21652,5,2,1,0
21652,6,0,3,0
21652,7,0,3,0
21652,32767,0,0,3
14132,1,0,0,0
14132,2,0,0,0
14132,3,0,0,0
14132,4,0,1,0
14132,5,1,0,0
14132,32767,0,0,0
1417,1,0,0,4
1417,2,0,0,4
1417,3,0,6,0
1417,4,4,2,0
1417,5,1,4,0
1417,6,2,3,0
1417,7,1,0,3
1417,8,0,1,3
1417,9,0,0,4
1417,10,0,0,4
1417,32767,0,0,4
165189,1,0,0,1
165189,2,3,0,0
165189,32767,0,0,0
16860,1,0,0,1
16860,2,0,2,0
16860,3,1,0,0
16860,4,0,0,0
16860,5,0,0,0
16860,6,0,0,0
16860,32767,0,0,0
28308,1,0,0,1
28308,2,0,0,1
28308,3,0,0,1
28308,4,0,0,1
28308,5,0,1,0
28308,6,1,0,0
28308,7,1,0,0
28308,8,1,0,0
28308,32767,0,0,0
11968,1,0,0,1
11968,2,0,0,1
11968,3,0,0,1
11968,4,0,1,0
11968,5,0,1,0
11968,6,0,1,0
11968,32767,0,0,0
13114,1,0,0,3
13114,2,0,3,0
13114,3,1,2,0
13114,4,3,1,0
13114,5,2,1,0
13114,6,2,1,0
13114,32767,0,0,2
26093,1,0,0,1
26093,2,0,0,1
26093,3,0,0,1
26093,4,0,1,0
26093,5,0,1,0
26093,6,1,1,0
26093,7,1,0,0
26093,8,1,0,0
26093,9,1,0,0
26093,10,1,0,0
26093,32767,0,0,1
6052,1,0,3,0
6052,2,4,0,0
6052,3,0,3,0
6052,4,3,0,0
6052,32767,0,3,0
5690,1,0,0,0
5690,2,0,0,0
5690,3,0,0,0
5690,4,1,0,0
5690,32767,0,0,0
136494,1,0,1,0
136494,2,1,0,0
136494,3,1,0,0
136494,4,1,0,0
136494,32767,0,0,1
4058,1,0,0,1
4058,2,1,0,0
4058,3,0,1,0
4058,4,0,0,1
4058,5,0,0,1
4058,6,0,0,1
4058,32767,0,0,1
88872,1,0,0,1
88872,2,0,1,0
88872,3,0,1,0
88872,4,0,1,0
88872,5,0,1,0
88872,32767,0,0,0
150018,1,0,0,0
150018,2,0,0,0
150018,3,0,0,0
150018,4,0,1,0
150018,5,1,0,0
150018,6,0,1,0
150018,32767,0,0,0
124160,1,0,0,1
124160,2,0,1,0
124160,3,0,0,1
124160,4,1,0,0
124160,32767,0,0,1
33906,1,0,0,1
33906,2,0,1,0
33906,3,1,0,0
33906,4,1,0,0
33906,5,0,1,0
33906,6,0,0,0
33906,32767,0,0,0
119316,1,0,0,1
119316,2,1,1,0
119316,3,0,1,0
119316,4,1,0,0
119316,32767,0,0,1
214224,1,0,0,1
214224,2,0,0,1
214224,3,0,2,0
214224,4,1,1,0
214224,5,0,1,0
214224,6,0,0,1
214224,32767,0,0,1
16620,1,0,0,2
16620,2,0,1,1
