bg_id,rank,name,sortindex,type,yearpublished,image,thumbnail,description,minplayers,maxplayers,minage,playingtime,minplaytime,maxplaytime,usersrated,average,bayesaverage,stddev,median,owned,trading,wanting,wishing,numcomments,numweights,averageweight
192743,,What's It Gonna Take?,1,boardgame,2011,,,"From the publisher:&#10;&#10;Does everybody have a limit? You'll find out playing this lively party game. No matter how well you know someone, you will know them better after playing this game. It measures the limits you didn't even know you had. So go ahead and answer that age old question, what's it gonna take? But if you kiss a boa constrictor, we had nothing to do with it.&#10;&#10;In this party game the active player draws two random hypothetical situations and a money card depicting an incentive.  The active player has to decide whether they would be willing to do either, both, or neither of the situations  for that specific reward indicated on the Money card.&#10;&#10;All other players cast their votes by using voting cards  to indicate which Hypothetical situations they think the Reader would do for the reward. All players responses are revealed and scoring Chips are earned for correct predictions of what the Reader Player would do. Each player at the table takes a turn, and then count up their chips. The winner is the person with the most scoring chips at the end of each round.&#10;&#10;",4,99,13,0,30,0,5,4.8,0.0,1.93907,0.0,6,0,0,0,0,0,0.0
195305,,Alien Uprising: Zothren Invasion,1,boardgame,2017,https://cf.geekdo-images.com/fMzvH-yYWsdMA1hvfbtDmQ__original/img/5A0ZlCzr_bg_Mj_F0h1sapJUhE4=/0x0/filters:format(jpeg)/pic3225331.jpg,https://cf.geekdo-images.com/fMzvH-yYWsdMA1hvfbtDmQ__thumb/img/VSCfWN8e1LJkUrKrWzsb8fzKF2c=/fit-in/200x150/filters:strip_icc()/pic3225331.jpg,"Alien Uprising: Zothren Invasion, a standalone game in the Alien Uprising family, is played in two phases. During the first phase, the players go through a card-drafting process to build robots which will be used to fight off an alien invasion. Each robot will have six body parts, each with various weapons and armor. Once the robots are fully constructed, the Zothren Invasion begins.&#10;&#10;Players work in a voluntary co-op fashion to defend earth from the Zothren. If all of the robots are destroyed by the Zothren, humanity is lost. However, if the requisite number of aliens are successfully defeated, then the player who controls the robot that has the accumulated the most Zothren losses is the victor.&#10;&#10;",2,4,10,60,30,60,25,7.98,0.0,2.0566,0.0,119,10,1,11,17,1,2.0
195708,,SiXeS: Travel & Promo Pack,1,boardgame,2015,https://cf.geekdo-images.com/UATXWZeKYyTarBjA001bfg__original/img/Wct3SRCV5LnKsr_2eJb0qeQKtXg=/0x0/filters:format(jpeg)/pic2938282.jpg,https://cf.geekdo-images.com/UATXWZeKYyTarBjA001bfg__thumb/img/99sw1xdn1LG6-1SrkYfASpFoQes=/fit-in/200x150/filters:strip_icc()/pic2938282.jpg,"From the card pack:&#10;&#10;&quot;CAUTION: This pack will add 3 hours of fun and laughter to your next trip or party.&#10;&#10;Why Sixes? Play six rounds, write down six things that fit the category, or write just one thing that fits into six different categories. Most points after six rounds (15 minutes of play time) is the winner.&#10;&#10;In Match rounds, you are trying to match your Opponents' answers, and everyone is your opponent. In Unique rounds you search for answers uniquely yours. In Lightning rounds, you want six matches all in different  categories.&#10;&#10;Great for groups of folks who do not know each other! Terrific social get-togethers; family events; or game night fillers. This game takes only 15 minutes per session but you will want to play it over and over again for hours!&quot;&#10;&#10;From publisher:&#10;&#10;SiXeS! Travel &amp; Promo Pack is a promo pack for SiXeS! that provides rules and enough cards (6) to play the game. Great fun for gamers age 12 and up.&#10;&#10;SiXeS is about things that are similar and different. Play six rounds, thinking of six things each round and trying to predict what you will write that will match &mdash; or not match &mdash; what the other players write, depending on whether you are in a &quot;match&quot; round or a &quot;unique&quot; round. The player with the most points after six rounds wins.&#10;&#10;SiXeS is #6 in the E&bull;G&bull;G Series from Eagle-Gryphon Games.&#10;&#10;",6,0,6,6,0,6,7,5.5,0.0,2.05287,0.0,122,35,0,2,10,0,0.0
198950,,Superfight: The Anime Deck 2,1,boardgame,2016,https://cf.geekdo-images.com/usmiln7xDvZa6eGbuSodMQ__original/img/rrM6sa4fIZ1pIWfl5ckprwWhM3k=/0x0/filters:format(jpeg)/pic3005945.jpg,https://cf.geekdo-images.com/usmiln7xDvZa6eGbuSodMQ__thumb/img/9nLTD319GlbosXYxAvC1U--S7Do=/fit-in/200x150/filters:strip_icc()/pic3005945.jpg,"From Mewtwo to Hello Kitty, the Anime Deck 2 adds 100 new anime-inspired characters and powers to Superfight: The Game of Absurd Arguments. This deck can be played on its own or mixed with any other Superfight deck. So grab your friends, it's time to d-d-d-duel!&#10;&#10;",3,10,12,30,30,30,22,6.11364,0.0,1.98821,0.0,149,3,3,27,5,0,0.0
207288,,Warp Speed,1,boardgame,2017,https://cf.geekdo-images.com/u477IThz4KxEnuHKU4X6kQ__original/img/9KuZIAlywNJZsR2Fp3esyEdBghE=/0x0/filters:format(png)/pic3177840.png,https://cf.geekdo-images.com/u477IThz4KxEnuHKU4X6kQ__thumb/img/lkIP81MmRBPX7HifCwlKZiAJ8XQ=/fit-in/200x150/filters:strip_icc()/pic3177840.png,"Warp Speed is a sci-fi, anime themed, space exploration game, for 2-4 players.&#10;&#10;Use your navigation skills or warp yourself through space in order to answer distress signals, take part in battles or trade and recruit new crew.&#10;&#10;The movement of the ship is done by using boost green crystals, but as the game evolves you will be able to upgrade your ship and use warp speed to travel a lot faster!&#10;&#10;Each player takes the role of a starship captain that is sent into an unknown galaxy, to sweep its sectors from asteroids, discover new planets and by completing objectives, earn fame points and win.&#10;&#10;Fame can be earned by completing 2 objectives of the same color. After you get those objectives, you must travel to a corresponding planet and get your reward from the remnants of that planet.&#10;&#10;Cards are used to reveal events such as encounters with other pilots, finding new planets etc.&#10;&#10;While on your mission you will definitely have to trade as you reach a new planet, otherwise you will be in a tough spot!&#10;&#10;",2,4,11,90,60,90,3,8.33333,0.0,1.69967,0.0,2,0,0,6,2,1,3.0
217184,,Q•bitz Jr.,1,boardgame,2016,https://cf.geekdo-images.com/zL1Ag3FDOi_70Y_YMUk8Xg__original/img/H46ycTs1Fk8KwlLP8GERFVLV0us=/0x0/filters:format(jpeg)/pic4324792.jpg,https://cf.geekdo-images.com/zL1Ag3FDOi_70Y_YMUk8Xg__thumb/img/wz_jnMSY1wvSs1GvVj5QoCJcYQA=/fit-in/200x150/filters:strip_icc()/pic4324792.jpg,"Description from the publisher:&#10;&#10;Q-bitz Jr. is a fun way to introduce your child to pattern matching, spatial reasoning, problem solving, visualization and more. The engaging play is easy to learn and mastering it will give your child the visual intelligence needed for future math and STEM success. A complete parent guide offers more ways to play with Q-bitz cubes to foster additional learning and visual dexterity. Plus, it's so much fun, your child will want to play again and again! Game play is simple. Each player receives a set of for same-colored cubes and a sturdy wooden tray. When someone turns over a pattern card, it's off to the races as players simultaneously try to recreate the pattern with their set of cubes. The first player to match the card shouts &quot;Q-bitz!&quot; and wins the card. A round of rolling the cubes adds more luck and excitement. The player with the most cards after six rounds wins the game!&#10;&#10;",1,4,3,0,0,0,4,6.0,0.0,1.22474,0.0,37,1,1,3,2,1,1.0
218564,,Treasure Rush,1,boardgame,2017,https://cf.geekdo-images.com/yOSuOLsvkk4bMQVTLnjrOw__original/img/x4ushwIMGi0E99YP83uv3V7pWJU=/0x0/filters:format(png)/pic3364215.png,https://cf.geekdo-images.com/yOSuOLsvkk4bMQVTLnjrOw__thumb/img/5C0NNSrKazVWO4pml-TjPY2Zuv0=/fit-in/200x150/filters:strip_icc()/pic3364215.png,"Each player in Treasure Rush has a set of six double-sided adventurer cards, and they need to use these cards to find the treasure before everybody else.&#10;&#10;But what treasure do they seek? Flip over the top treasure map card to see. This card will show a number of icons between the starting point and the X where the treasure is located. Once this card is revealed, you need to race to find the right images on your adventurer cards and build a path with them from your starting point toward the treasure chest. If the path is fewer than six items long, then you must hide the unneeded cards underneath other cards.&#10;&#10;Whoever finishes first calls done, and if their path is correct, they win the treasure map card; if not, then they're out of the round and everyone else continues the race to be first. Whoever first claims five treasure map cards wins!&#10;&#10;",2,4,7,10,10,10,27,4.51852,0.0,1.39099,0.0,55,1,0,5,8,0,0.0
223275,,Boneyard,1,boardgame,2015,https://cf.geekdo-images.com/ogDJJnV_ZGugj15xby6jDw__original/img/MTLih_HYTz4lFLt1iwvStxf3S7o=/0x0/filters:format(jpeg)/pic3479737.jpg,https://cf.geekdo-images.com/ogDJJnV_ZGugj15xby6jDw__thumb/img/T0HPHWu1kaIm4FsAXrJdOTjten0=/fit-in/200x150/filters:strip_icc()/pic3479737.jpg,"Players take turns rolling the dice to try to achieve the winning goal. For example, one of the cards wants you to look for any one's but no sixes. That gets you two points. You can keep rolling to build up your score. A losing throw loses you all of your points. Neither winning or losing throw gets you one point.&#10;&#10;",0,0,8,60,30,60,1,7.0,0.0,0.0,0.0,2,0,0,0,1,0,0.0
224426,,Snowball Fight,1,boardgame,2016,https://cf.geekdo-images.com/jHMo4yurCp546hLmG1gScg__original/img/xXVKX-Ix8PuJq2qMiLLLrHWNpKQ=/0x0/filters:format(jpeg)/pic3515807.jpg,https://cf.geekdo-images.com/jHMo4yurCp546hLmG1gScg__thumb/img/UZ-i4JlHR8cjVctVLdRnd8j3WLk=/fit-in/200x150/filters:strip_icc()/pic3515807.jpg,"Game #1 of the &quot;Pick Your Battle&quot; series of card games from Toresh Games&#10;&#10;Players take turns drawing a card from a deck of 100 cards of Snowballs, Splatballs, Snowball Piles, Snow Walls and Snow Forts. After drawing a card, the player may throw the Snowball(s) or Splatballs at another player; place a Snowball Pile, Snow Wall or Snow Fort card in front of them to protect them; or discard the card if it cannot be played. Once a player has been &ldquo;hit&rdquo; by 10 snowballs, they are out. The last player standing is the winner.&#10;&#10;Game instructions include 2-player and Strategic Play variants.&#10;&#10;",2,7,14,30,15,30,12,5.0,0.0,2.19848,0.0,26,0,0,0,4,0,0.0
236112,,60-Second Slam,1,boardgame,2016,https://cf.geekdo-images.com/VbVWAms3aoT-jwIvjSCMAg__original/img/leYFZqdBAbxuD4HUA-MF2iG95WM=/0x0/filters:format(jpeg)/pic3887780.jpg,https://cf.geekdo-images.com/VbVWAms3aoT-jwIvjSCMAg__thumb/img/6vs6rXV7YgXGsjHr0OIthB2KIT8=/fit-in/200x150/filters:strip_icc()/pic3887780.jpg,Come up with the most answers in a given category in 60 seconds beginning with each letter of the alphabet.&#10;&#10;,2,6,10,0,0,0,23,5.78261,0.0,1.41288,0.0,103,3,1,0,2,2,1.0
236537,,The Hollow Woods: Storytelling Card Game,5,boardgame,2017,https://cf.geekdo-images.com/Lz4Q1SF2SZI92DwZs1uWng__original/img/aeodE10aVsfmPsIsbvTI_uPqqaU=/0x0/filters:format(jpeg)/pic3772157.jpg,https://cf.geekdo-images.com/Lz4Q1SF2SZI92DwZs1uWng__thumb/img/CPx1vKYNbFh1VQmNlMg0iJr2Ywg=/fit-in/200x150/filters:strip_icc()/pic3772157.jpg,"Fire your imagination with these fun storytelling cards. Reviving the Victorian craze for &lsquo;myrioramas&rsquo;, the 20 picture cards can be placed in any order to create seamless scenes. Almost infinite combinations of cards provide endless storyscaping possibilities. Traverse an enchanted landscape as you build a perpetual panorama inhabited by fire-breathing dragons, magical unicorns and sinister shadow figures. With many games to play and millions of stories to tell, each turn of the card is a new adventure. Where will the story take you? There are over two quintillion storyscaping possibilities, and you can build a seamless panorama stretching up to 170cm!&#10;&#10;Description from the publisher's website&#10;&#10;",2,5,8,0,0,0,18,5.83333,0.0,1.64148,0.0,103,3,0,7,5,1,1.0
241297,,Not Parent Approved,1,boardgame,2015,https://cf.geekdo-images.com/1Rg8yMbCY2EFpwIV6Dw8uQ__original/img/xFm8B0bLUjD0CKKkvyfXWYVS77Q=/0x0/filters:format(png)/pic6477830.png,https://cf.geekdo-images.com/1Rg8yMbCY2EFpwIV6Dw8uQ__thumb/img/UsUj6QlcqpXC94Wrhxw1iNT2RoQ=/fit-in/200x150/filters:strip_icc()/pic6477830.png,"455 CARDS OF &ldquo;SNOT-OUT-OF-YOUR-NOSE&rdquo; LAUGHTER!&#10;&#10;Not Parent Approved is a kid-friendly word game of fill-in-the-blanks inspired by Cards Against Humanity. This game was created to provide an attention-grabbing, easy-to learn and hilarious alternative to screen time for children and their families.&#10;&#10;A brilliant screen zombie antidote that&rsquo;s effortless fun at a kids slumber party or Thanksgiving Dinner with Grandma. Bring back the joy of face-to-face engagement and see your kid&rsquo;s eyeballs again. What a concept!&#10;&#10;&#10;     Gameplay is simple - It&rsquo;s Mad Libs gone Bad Libs! Each round, one player picks and reads a question card and everyone else answers with the funniest answer card.&#10;     Not Parent Approved gives kids a feeling of being naughty and cool but within (most) parental boundaries.&#10;     Not Parent Approved makes it okay to put vampire bunnies, fart, and Grandma in the same sentence!&#10;&#10;&#10;&mdash;description from the publisher&#10;&#10;",4,10,8,60,6,60,29,6.03448,0.0,1.56982,0.0,200,5,0,7,14,1,1.0
245622,,Food Fight,1,boardgame,2017,https://cf.geekdo-images.com/JdIC1a_D4sMFPlJ3jZ0StQ__original/img/AJogjiyc1OoNYs3kiLl6v-CZAjQ=/0x0/filters:format(jpeg)/pic3985074.jpg,https://cf.geekdo-images.com/JdIC1a_D4sMFPlJ3jZ0StQ__thumb/img/8I2Pi65GTQqFmP8Lk673rolSmuw=/fit-in/200x150/filters:strip_icc()/pic3985074.jpg,"Game #2 of the &quot;Pick Your Battle&quot; series of card games from Toresh Games&#10;&#10;Players take turns drawing a card from a deck of 120 cards of Food Items (Cake, Doughnuts, Pancakes, Spaghetti, Pizza, Hamburger, Hot Dog, Fries and Shake, Fruit Salad, Tacos, and Pies), Food Trays, Food Carts, Food Shacks and Splats. After drawing a card, the player may throw the Food Item(s) or Splats at another player; place a Food Tray, Food Cart or Food Shack card in front of them to protect them; or discard the card if it cannot be played. Once a player has been &ldquo;hit&rdquo; by 10 Food Items, they are out. The last player standing is the winner.&#10;&#10;Game instructions include 2-player and Strategic Play variants.&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,7,0,30,15,30,8,5.5625,0.0,1.04396,0.0,22,0,0,0,2,0,0.0
245624,,Wizards and Witches,1,boardgame,2017,https://cf.geekdo-images.com/soIRhmG_YS0nOwqohifnnw__original/img/x4IVgfoebN7B8Ka0AHOVrmiZxKQ=/0x0/filters:format(jpeg)/pic3985079.jpg,https://cf.geekdo-images.com/soIRhmG_YS0nOwqohifnnw__thumb/img/RzXve_rGjESoPVs0Deso9hozeKc=/fit-in/200x150/filters:strip_icc()/pic3985079.jpg,"Game #5 of the &quot;Pick Your Battle&quot; series of card games from Toresh Games&#10;&#10;Players take turns drawing a card from a deck of 120 cards of Spells, Potions, Magic Mirrors, Cauldrons and a Lair. After drawing a card, the player may throw the Spell(s) or Potion(s) at another player; place a Magic Mirror or Cauldron in front of them to protect them; destroy a Lair; or discard the card if it cannot be played. Once a player has been &ldquo;hit&rdquo; by 10 Spells or Potions, they are out. The last player standing is the winner.&#10;&#10;Game instructions include 2-player and Strategic Play variants.&#10;&#10;",2,7,8,30,15,30,6,5.5,0.0,0.957427,0.0,26,1,0,0,2,0,0.0
256963,,Dirty Drawers,1,boardgame,0,https://cf.geekdo-images.com/5q1gkQIkQbbU-WXJmlUYdQ__original/img/mYgEGKE4pfeopQWnwEbBOC1mKVE=/0x0/filters:format(jpeg)/pic4615366.jpg,https://cf.geekdo-images.com/5q1gkQIkQbbU-WXJmlUYdQ__thumb/img/cZ9Usre3_s2akK2mpv1W5Qhz49c=/fit-in/200x150/filters:strip_icc()/pic4615366.jpg,"A Mature Drawing Game For Immature People&#10;&#10;The Judge for the round flips a card from the first three stacks of cards to form a randomized scenario for the rest of the players to draw. Next, they roll the dice for the drawing/judging criteria listed on the &quot;Judge Card&quot;.&#10;&#10;Drawers draw the random scenario keeping in mind the criteria from the &quot;Judge Card&quot;.&#10;&#10;After drawing, each player reveals their drawing and competes for the Judge's vote.&#10;&#10;The Judge selects a winning drawing based on the &quot;Judge Card&quot;. The Drawer receives all cards used during the round. Each card is a point.&#10;&#10;&mdash;description from the designer&#10;&#10;",3,7,17,5,5,5,3,8.33333,0.0,1.24722,0.0,8,1,1,1,0,0,0.0
259112,,Rest In Peace: The Asylum,1,boardgame,2018,https://cf.geekdo-images.com/Hj1RDXoxpC37S6-ch_F6tQ__original/img/ElQ3wxN6uYZ4CAzzJ1TnP8lBwOs=/0x0/filters:format(jpeg)/pic4298183.jpg,https://cf.geekdo-images.com/Hj1RDXoxpC37S6-ch_F6tQ__thumb/img/OT1GWFgL-ti-5BwIBHTKn9Tt8Uc=/fit-in/200x150/filters:strip_icc()/pic4298183.jpg,"The ruins of the old Orphan Asylum have mouldered on the hill outside town for as long as anyone can remember. But tales of the foul deeds once performed there live on. It is whispered that some foul spirit lingers, tied to a curse and unable to depart. Maybe one day somebody will have the pluck and luck to find the cursed relic and remove it from the asylum, releasing the ghost to rest in peace. Maybe that day is today. And maybe that somebody is you...&#10;&#10;The Asylum is a small dice-based solitaire game. Each time a room is entered for the first time, a relic is found and dice are assigned for future moves. The player must complete three tasks to gain the clues that will identify the cursed relic. Then they must get that relic and escape from the asylum, all using the limited dice rolls available. Extra rolls are available by locking the room, but this shuts down the possibilities for future movement. And once the ghost is alerted to your presence it comes after you. If you get caught or trapped then you lose the game.&#10;&#10;&mdash;description from the designer&#10;&#10;",1,1,10,20,10,20,25,6.92,0.0,1.87446,0.0,68,0,1,38,24,1,2.0
263190,,Murder Mystery Party: Murder on the Orient,1,boardgame,2002,,,"Renata Scoop an English journalist investigating a smuggling ring involved with Thai antiques, was attending a riverside party at the Siam orchid hotel in Bangkok when she received a call on her mobile phone during the display of traditional Thai dancing.  She left the party briefly only to be found dead a few moments later in the exotic gardens&#10;&#10;Host your own party to find out who was responsible for disconnecting her line.&#10;&#10;&mdash;description from the publisher&#10;&#10;",6,6,18,180,60,180,0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.0
263933,,Murder Mystery Flexi Party: Murder in the Roaring '20s,1,boardgame,2016,,,"Gray Catsby has invited his most talented and wealthy friends to a charity gala event at his countryside residence, Catsby Hall. But before any dancing and donations begin, Catsby&rsquo;s fianc&eacute;e, Ginger Whiskers, is found dead in the dumbwaiter! Join the flappers and dappers to find out who finished her off!&#10;&#10;&mdash;description from the publisher&#10;&#10;",6,14,18,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0
267565,,Brain Fart,1,boardgame,2018,https://cf.geekdo-images.com/uegP9XGupuYL5qEws0Tjfg__original/img/V0Pud3qmoEwDa16Ec6I4FcOibzQ=/0x0/filters:format(jpeg)/pic5132862.jpg,https://cf.geekdo-images.com/uegP9XGupuYL5qEws0Tjfg__thumb/img/VyxDUDdkIhSR_oAQworDC2in4xI=/fit-in/200x150/filters:strip_icc()/pic5132862.jpg,Brain Fart is a party game where you must name something from a category before the time ends.&#10;&#10;One player rolls 9 cubes which contain a total of 54 categories.&#10;&#10;After the roll the brain timer is pressed and it displays a letter.&#10;&#10;Players then take turns to name something starting with the displayed letter and then grab the appropriate category cube when they answer.  Play ends when the brain &quot;farts.&quot;&#10;&#10;If the brain farts during your turn the round ends and you must take a chip.  Note: The timer is random between 30 and 45 seconds.&#10;&#10;Continue to play until the pile of chips is gone.  Winner is player with least amount of chips.&#10;&#10;,3,99,14,0,0,0,19,6.28947,0.0,1.75706,0.0,68,0,0,5,5,0,0.0
275030,,The Epic Beard Game,5,boardgame,2018,https://cf.geekdo-images.com/sbkUDlwDn94mQRegAL9DkQ__original/img/CszK7lyBgOQoA1l-2XavqHDsUxM=/0x0/filters:format(jpeg)/pic6299656.jpg,https://cf.geekdo-images.com/sbkUDlwDn94mQRegAL9DkQ__thumb/img/pHFPcMwFjHi-VsSU6Qly-XsOp48=/fit-in/200x150/filters:strip_icc()/pic6299656.jpg,"The Epic Beard Game is a classic card game with a shot of bald-faced bluffing and a twist of hirsute humor! The object is to empty your hand of all cards using deceptive ploys and tactics. So go all-in for the with with your most epic strategy while avoiding &quot;Beardless Harry&quot;! It's wild and woolly fun with cards, chips, beards, and bluffs. (From box.)&#10;&#10;Players attempt to rid their hand of cards by playing pairs. Play is made face down which allows for bluffing. Low score wins the game. There are cards which are difficult to get rid of and also hurt your score.&#10;&#10;&mdash;user summary&#10;&#10;",3,8,8,75,45,75,24,5.38333,0.0,1.97076,0.0,85,4,1,5,10,2,1.5
277011,,Stink Bug,1,boardgame,2019,https://cf.geekdo-images.com/e3YmRO2SKdV0NF6pUbvCQQ__original/img/mCRZ9RXiwqzGB182XYGz-OV1KeU=/0x0/filters:format(jpeg)/pic4670768.jpg,https://cf.geekdo-images.com/e3YmRO2SKdV0NF6pUbvCQQ__thumb/img/C6PTZpOR4SY8P9bjL6bnMAcU01Y=/fit-in/200x150/filters:strip_icc()/pic4670768.jpg,Everyone is playing in the pile of leaves including some funny little bugs! Choose a leaf on your turn and try to make a match. Turn over a Love Bug card and share the love by giving a card to another player. The Sneak Bug card lets you sneak a card away from an opponent. Butterflies are wild and add to your score. Lookout for the Stink Bug! If he shows his stinky self you'll lose all the unmatched cards in your collection. The player with the most pairs of matched leaves at the end of the game is the winner!&#10;&#10;-description from publisher&#10;&#10;,2,4,4,25,15,25,3,5.0,0.0,1.63299,0.0,15,1,0,0,1,0,0.0
286199,,CATtitude!,1,boardgame,2020,https://cf.geekdo-images.com/SsCjzEmWxWqWrl4jeHC4jA__original/img/K5Q3A1h2uvJWTJzQCqqENFGmgxA=/0x0/filters:format(jpeg)/pic4974254.jpg,https://cf.geekdo-images.com/SsCjzEmWxWqWrl4jeHC4jA__thumb/img/C03-p1M6yOdS-r_H1N7NJ3XLRvY=/fit-in/200x150/filters:strip_icc()/pic4974254.jpg,"This playful game pits you and your friends against each other to see which cat can cause the most trouble by collecting cards and moving around the board to steal, knock over, and destroy various items throughout the house! But be careful, players will also get a chance to play as the human and try to catch casts in the middle of their devious acts! Use evade cards to frame others for your mischief or sneak away to safety, but whatever you do-- Don't Get Caught!&#10;&#10;&mdash;description from the designer&#10;&#10;",3,5,12,30,25,30,14,7.26429,0.0,2.04437,0.0,77,0,0,9,8,1,2.0
288585,,You Don't Know My Life,1,boardgame,2018,https://cf.geekdo-images.com/DeusLM1QncB2Zai007UpAQ__original/img/xP_wLATqAYlofjMahEo373VGSdI=/0x0/filters:format(jpeg)/pic4943908.jpg,https://cf.geekdo-images.com/DeusLM1QncB2Zai007UpAQ__thumb/img/A0Li8S2z8A6kHd3jVWNZ9EwC_PY=/fit-in/200x150/filters:strip_icc()/pic4943908.jpg,"You Don't Know My Life! is the game about the things we all share. Sure, the details may be different...but we all have hopes, we all have fears, we all have mortifying things that happened to us when we were 13. And we all have STORIES.&#10;&#10;How the game works:&#10;&#10;     Everyone writes down an answer to a question card&#10;     Shuffle all the answers and deal them back out&#10;     Read an answer aloud and sum it up in a funny hashtag&#10;     Try to match each answer with the player who wrote it&#10;&#10;&#10;&mdash;description from publisher&#10;&#10;",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,0.0
292788,,S'Mores Wars,1,boardgame,2020,https://cf.geekdo-images.com/fZGFilOxK_d99xHljTNoJQ__original/img/Oq92xfVb1sZVwBimHFFV9a_sO1Q=/0x0/filters:format(jpeg)/pic5152627.jpg,https://cf.geekdo-images.com/fZGFilOxK_d99xHljTNoJQ__thumb/img/LvYRH7tvZCAK2LH0mwYhxY5OZn8=/fit-in/200x150/filters:strip_icc()/pic5152627.jpg,"Chomp, smash, and splat your way through the competition in this fast-paced card game of s'mores construction!&#10;&#10;In S'Mores Wars, players race to collect ingredients and build the highest-scoring s'mores, but if two or more players lay claim to the same ingredient, they must battle for it in a sticky and delicious twist on rock-paper-scissors &mdash; chomping, toasting, stretching, splatting, and smashing each other's marshmallows until one player emerges victorious.&#10;&#10;&mdash;description from the publisher&#10;&#10;",3,5,8,30,15,30,10,5.042,0.0,1.47359,0.0,52,2,0,14,2,1,2.0
295420,,Aunt Agatha's Attic,1,boardgame,2020,https://cf.geekdo-images.com/salCyExaAP1SKaIGFK-hdw__original/img/_pXK-no1R_ev4keFoxzImFcgObU=/0x0/filters:format(jpeg)/pic5152626.jpg,https://cf.geekdo-images.com/salCyExaAP1SKaIGFK-hdw__thumb/img/gIonJljqwhL72tk9gv2Fv4gIERQ=/fit-in/200x150/filters:strip_icc()/pic5152626.jpg,"Family is the most important treasure of all &mdash; for now!&#10;&#10;You and your cousins may not like each other very much, but you all love your Aunt Agatha &mdash; and her vast collection of treasures from around the world! In the fast and frenzied card game Aunt Agatha's Attic, you must race against the clock to bargain with your cousins for the best of Agatha's collection, simultaneously trading glowing emeralds, bone-handled daggers, and even selfless hugs before time runs out. Can you work together to show your aunt just how important family is, all while keeping the best stuff for yourself?&#10;&#10;&mdash;description from the publisher&#10;&#10;",3,6,8,30,15,30,4,5.5,0.0,0.866025,0.0,24,1,0,12,2,0,0.0
296994,,Cunning Concoction,1,boardgame,0,https://cf.geekdo-images.com/Zxz1x0ynUt87CcgmM3CI2g__original/img/-09_p6e_xyTiULqY0TkZWxDxHkk=/0x0/filters:format(jpeg)/pic5142852.jpg,https://cf.geekdo-images.com/Zxz1x0ynUt87CcgmM3CI2g__thumb/img/8c4ccYTsHfg7UFmfahmZj9eRt4s=/fit-in/200x150/filters:strip_icc()/pic5142852.jpg,"Test your knowledge and cunning by playing Cunning Concoction Bluff Trivia by Clarendon Games! If you don&rsquo;t know the answer to a trivia question, bluff without being caught out and still win the card. Includes 80 trivia cards to test your cunning and knowledge.&#10;&#10;Fun games to cure boredom!&#10;Great for stocking stuffers and impulse&#10;Small travel sized card games&#10;Mixes humour and trivia&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,99,12,20,20,20,1,5.0,0.0,0.0,0.0,21,0,0,1,1,1,1.0
300578,,Ice Duo,1,boardgame,2020,https://cf.geekdo-images.com/YIfskGSC7msjhnF8ItXk3A__original/img/BNG2a5aDt8xNUsR8bxYMIg7fzfw=/0x0/filters:format(jpeg)/pic5241313.jpg,https://cf.geekdo-images.com/YIfskGSC7msjhnF8ItXk3A__thumb/img/8_Hc4YFUf5A0SStoZp05MoqbLm0=/fit-in/200x150/filters:strip_icc()/pic5241313.jpg,"Ice Duo is a collection of two &quot;pyramid&quot; games: IceDice and Twin Win.&#10;&#10;&bull; Twin Win is played on a 3x3 grid, with players trying to match stacks of pyramids to one of two hidden goal cards dealt to each player at the start of play. Players have two ways to win, ergo Twin Win.&#10;&#10;&bull; IceDice is a press-your-luck game in which you want to complete three matching sets of pyramids by rolling dice; if you can't get the pyramids you want from the bank, you can possibly steal them from your opponent.&#10;&#10;",2,2,8,30,15,30,26,6.98077,0.0,1.1307,0.0,185,7,9,24,19,2,1.5
312502,,Tile Up,1,boardgame,2020,https://cf.geekdo-images.com/F1NrhrwA365fZu_qdks5Qg__original/img/pyQ_nTDcbrCUQ3H7uuDLp-liUs4=/0x0/filters:format(jpeg)/pic5484405.jpg,https://cf.geekdo-images.com/F1NrhrwA365fZu_qdks5Qg__thumb/img/_5i_U9Wi0r2gMdl3I6WpJafn6Fc=/fit-in/200x150/filters:strip_icc()/pic5484405.jpg,"Tile Up is a fiendishly clever strategy game. Players try to score points by creating shapes out of their tiles that match goal cards. Easy enough, right? Not so fast! You can only place tiles on top of other tiles if the two tiles are different colors and the tile on top has a lower number than the tiles it is covering. The player with the most points at the end of the game, when the four corners of the gameboard have been covered with tiles, wins!&#10;&#10;&mdash;description from the publisher&#10;&#10;",2,4,8,40,20,40,2,7.125,0.0,0.875,0.0,10,0,0,2,2,0,0.0
