bg_id,id,value,bayesaverage
184824,4664,117,7.11265
184824,5496,292,6.5869
136955,4664,78,7.25166
67239,5497,940,6.30385
169416,4667,35,7.03703
169416,5496,299,6.56501
118695,5499,454,6.35829
187680,5497,912,6.32413
187680,5499,470,6.33965
172737,5496,267,6.6408
172737,5497,818,6.41056
291859,4667,67,6.73023
3353,4664,164,6.97759
207572,4664,30,7.52095
398,5499,487,6.31907
231696,5499,497,6.31261
32412,5499,481,6.32364
141736,5497,933,6.3097
19526,5497,953,6.29342
328908,5496,320,6.52745
284936,4666,50,6.75688
284936,5497,876,6.35416
253684,5499,441,6.38112
181819,4667,47,6.90102
181819,5497,905,6.32824
127997,4666,78,6.57156
127997,5499,475,6.331
39217,4664,103,7.15471
144239,5497,902,6.33211
9910,4664,273,6.76769
9910,5496,366,6.41789
187273,5496,361,6.42951
526,4666,160,6.23219
42124,5497,884,6.34675
155695,5499,579,6.24108
113289,5498,115,6.40012
1117,5499,526,6.28614
36811,5497,882,6.34934
54361,5496,307,6.5467
230791,4664,331,6.66964
230791,5496,310,6.54426
238656,5497,922,6.31737
32666,5497,891,6.34046
249,5497,963,6.28345
249,5499,512,6.30139
176558,5498,126,6.36861
257732,5497,839,6.3898
204574,5497,930,6.31354
264647,5497,907,6.32743
120217,5496,399,6.34203
111105,5496,343,6.47165
169318,5497,914,6.32363
169318,5499,467,6.34503
235555,5497,830,6.39917
41863,4664,430,6.54204
216597,5497,890,6.34091
98918,5496,352,6.44657
238799,5497,836,6.39104
140,5498,169,6.21384
140,5499,607,6.22278
41749,5497,847,6.38445
9441,4665,32,6.51974
9441,5499,516,6.2977
175549,5498,100,6.4799
144826,5496,382,6.38779
153507,5499,479,6.32773
216428,4666,60,6.69457
216428,5499,462,6.35043
81640,5497,859,6.37103
152765,5496,295,6.57704
152765,5497,857,6.37151
12589,5497,920,6.31847
12589,5499,469,6.3403
240271,5496,290,6.58806
472,5496,394,6.35058
109291,4664,163,6.98176
86246,5497,913,6.32403
198190,5497,877,6.35394
242653,5497,897,6.3374
91620,5499,480,6.32418
123096,5496,400,6.34038
204184,4664,294,6.72713
204184,5499,531,6.28263
25224,5497,915,6.32294
620,4664,156,7.0091
240980,5497,911,6.32495
240980,5498,60,6.68481
2961,4666,54,6.72168
172933,5499,575,6.244
168788,5496,359,6.43119
177354,4664,157,7.00848
177354,5496,305,6.55185
1234,5496,497,6.2039
1234,5499,631,6.20483
40760,5497,959,6.28858
40760,5499,515,6.29873
424,5497,865,6.36551
40393,4666,107,6.46496
40393,5499,523,6.28951
215312,5499,473,6.3367
71906,5496,363,6.42365
34585,5499,568,6.25017
75476,5497,895,6.3377
207207,4666,51,6.75608
248005,5497,919,6.31861
259374,5498,73,6.60284
205125,4665,19,6.71182
205125,5499,496,6.31313
592,5499,504,6.30753
46255,5497,968,6.28145
153064,5498,120,6.3893
16772,5496,409,6.32493
222407,5497,850,6.38157
466,5499,540,6.27625
137330,5499,501,6.30919
193739,5497,955,6.29298
92190,5497,1056,6.20744
301257,5497,889,6.34158
206150,4664,99,7.16283
332386,5496,404,6.33785
332386,5497,936,6.30624
173156,5499,465,6.3455
71061,5496,421,6.31101
337765,5497,856,6.37539
189660,5496,333,6.49634
189660,5497,918,6.31976
715,5496,459,6.24955
143401,5497,901,6.33364
68182,5499,524,6.28723
31552,4664,222,6.85515
31552,5496,358,6.43294
232361,5496,368,6.41221
286537,5496,336,6.48933
1442,4664,179,6.935
925,5498,152,6.25736
122240,5496,306,6.55035
285775,4667,24,7.17345
285775,5497,929,6.31389
252399,5497,910,6.32596
216070,5496,353,6.44641
192802,4664,211,6.87409
192802,5497,906,6.32786
241477,4665,7,6.91624
241477,5499,500,6.31048
312318,5499,431,6.39155
162388,5497,892,6.34044
112686,5498,215,6.10844
13551,5497,969,6.28133
27225,5499,653,6.18765
163,5498,145,6.27376
119391,5497,928,6.31419
65282,5497,1001,6.2469
301919,5499,485,6.32195
214032,5497,982,6.26744
6779,5499,493,6.31554
67254,4664,205,6.88713
67254,5496,323,6.51663
218920,5497,931,6.31349
89910,5496,370,6.4038
205158,5498,121,6.38806
253635,5497,923,6.31684
144553,5499,571,6.24928
223049,5499,517,6.29505
62220,5497,954,6.29303
31624,5497,945,6.29964
209001,5497,938,6.30465
195503,5497,885,6.34496
128,4666,108,6.46398
128,5499,545,6.2744
250881,5497,883,6.34908
191963,5497,924,6.31638
166286,5496,414,6.32035
114031,5497,958,6.28881
85036,5497,943,6.30236
148203,5498,156,6.25007
148203,5499,581,6.24056
124052,5497,927,6.31423
124052,5499,472,6.33707
150293,5496,360,6.43075
3720,5496,410,6.32447
3720,5499,560,6.25855
65515,5499,588,6.23672
31759,4664,176,6.94472
31759,5496,340,6.47523
118063,5496,432,6.29076
98315,5496,388,6.36647
98315,5499,532,6.28222
300217,5497,926,6.31588
156496,5497,946,6.29853
301716,5497,917,6.32
148601,4664,236,6.83031
148601,5497,941,6.30379
12166,5497,886,6.34485
15953,4664,254,6.80263
15953,5496,367,6.41686
225818,5497,935,6.30676
225818,5499,489,6.31862
66214,5497,949,6.29521
66214,5499,505,6.30701
130,5497,965,6.28244
104581,5498,84,6.55203
2570,5497,956,6.29277
2570,5499,510,6.3035
131904,5497,944,6.3015
210290,5496,337,6.48562
40237,5499,544,6.27538
252556,4666,73,6.61029
252556,5499,492,6.31655
191972,5497,916,6.32219
66171,5499,573,6.2483
112092,5496,356,6.43741
15954,5497,974,6.27613
88408,5497,1048,6.21157
236217,5498,86,6.5365
172503,4667,52,6.87644
35761,5497,976,6.27361
298383,5497,887,6.34483
180564,5499,569,6.25011
12005,5499,563,6.25453
12692,5496,547,6.1067
287589,5497,960,6.28706
117,4666,63,6.68223
9027,5497,983,6.26634
218311,5496,401,6.34034
218311,5498,108,6.43941
243430,5499,482,6.32356
294514,5499,506,6.3068
337,5499,554,6.26588
133632,5497,972,6.28027
227072,5498,129,6.35388
128898,5497,934,6.30831
209660,5496,334,6.49057
54307,5497,981,6.26858
54307,5499,537,6.28091
125921,4665,39,6.46917
125921,5499,600,6.22757
73316,5497,951,6.294
6887,5499,605,6.22412
220632,5496,379,6.39274
118536,5496,369,6.40685
58110,5497,987,6.25946
197572,5496,348,6.46048
233208,4664,291,6.72982
267378,4666,95,6.49583
267378,5499,520,6.29183
250442,5497,1047,6.21257
71882,5496,376,6.3955
155463,5496,386,6.37194
1563,4664,334,6.66533
1295,4666,125,6.36543
320,5499,722,6.12472
157958,5496,383,6.37945
8481,4664,226,6.85094
207729,4664,447,6.52014
207729,5496,328,6.50919
102237,5496,433,6.2903
102237,5497,1027,6.22875
559,5497,1074,6.18625
559,5499,625,6.20956
153318,5499,539,6.2771
40769,5499,538,6.27839
295785,5497,979,6.26936
158339,5499,574,6.24471
227758,5499,530,6.28364
248918,5496,339,6.47958
248918,5497,950,6.29496
166317,5497,921,6.31787
443,4666,86,6.53221
443,5499,549,6.27181
99,4664,434,6.53478
99,5496,427,6.3034
123219,5497,991,6.25656
5781,5497,970,6.28092
281960,5499,529,6.28449
282853,5499,474,6.33164
197097,5496,385,6.37433
257283,5497,1040,6.21665
212281,5496,350,6.45557
67888,5497,1010,6.23709
67888,5499,561,6.25765
206327,5497,973,6.27966
206327,5499,514,6.29909
36399,4664,142,7.04396
181293,5497,1021,6.23018
28,5496,508,6.18091
28,5497,1165,6.11573
193322,5497,989,6.25807
2596,5499,617,6.21493
226634,5496,403,6.33846
183284,5497,947,6.2977
303553,5499,495,6.31317
1270,4667,83,6.36954
295607,5499,498,6.312
21632,5497,1058,6.20314
21632,5499,620,6.21371
144864,5497,971,6.28049
252877,5499,486,6.32034
25277,4664,159,6.99988
196496,4664,140,7.04623
151247,5497,1012,6.23556
126996,5497,1009,6.23953
126996,5499,556,6.26471
3570,4665,37,6.47978
195372,5498,65,6.6352
281152,5497,952,6.29343
288513,5499,542,6.27603
27848,5496,431,6.29386
27848,5497,1061,6.20062
214484,5496,338,6.48318
162823,5497,993,6.25519
162823,5499,547,6.27356
634,5499,613,6.21913
154509,5496,412,6.32063
154509,5497,1032,6.22511
73664,4666,117,6.41005
73664,5499,543,6.27561
277597,5499,513,6.30056
220775,5498,117,6.39832
154182,5497,992,6.25528
338760,5497,903,6.33092
203430,5499,591,6.23454
300683,5499,502,6.30903
29972,5497,990,6.25781
6819,5497,999,6.25187
43152,5497,986,6.26187
136056,5497,997,6.25301
136056,5499,555,6.26541
338628,5499,518,6.29438
220367,5497,942,6.30272
208773,4664,130,7.0731
189052,5499,586,6.23772
15510,5497,1017,6.23178
66849,5499,541,6.27613
17025,5499,627,6.20713
205494,5499,619,6.21374
2569,5499,598,6.22981
209324,5496,344,6.47073
204135,5499,589,6.23589
38531,5497,1005,6.24102
38531,5499,564,6.25383
242529,5498,87,6.53421
40990,5498,128,6.36047
231038,5497,975,6.2746
29073,4666,100,6.49083
228411,5497,996,6.25338
249277,5497,980,6.26863
15839,4664,165,6.97699
309105,4666,49,6.75815
309105,5499,508,6.30668
173105,4664,114,7.12279
7,4666,138,6.30165
638,5497,1085,6.17762
92044,5496,396,6.34928
281075,5497,1007,6.24042
281075,5499,551,6.26925
67185,5499,583,6.23955
137031,5496,426,6.30613
191004,4665,25,6.57662
220133,5497,962,6.28415
156138,5497,1029,6.22682
156138,5499,557,6.26303
1111,5498,207,6.12379
31483,5497,994,6.25387
336382,5499,521,6.29176
31790,4664,33,7.47619
330038,5499,499,6.3114
37371,5499,590,6.23504
241987,5497,977,6.27144
285905,4664,286,6.7393
285905,5496,335,6.4895
228959,5497,964,6.28257
36946,5497,1142,6.12875
205045,5499,553,6.26661
589,5496,422,6.30851
72,5497,1022,6.23001
298638,5498,88,6.53099
298638,5499,552,6.26691
132,5497,1096,6.17013
255507,5497,1051,6.20962
154875,4664,102,7.15658
19764,4666,80,6.56647
249763,5499,548,6.27262
144568,5496,324,6.51398
68820,4664,27,7.53447
125,5499,612,6.21918
20134,5497,1000,6.24812
199904,4664,104,7.15048
142121,5499,519,6.29346
205507,5497,985,6.26297
325698,5499,528,6.28567
280789,5499,609,6.22113
262477,4666,127,6.35835
262477,5499,596,6.23058
205867,5499,562,6.25588
163841,5497,932,6.31159
162009,4664,56,7.37102
158572,5497,1006,6.24096
22143,4664,58,7.35265
382,5499,641,6.19573
159692,4664,118,7.1123
111148,5499,593,6.23263
9341,5496,428,6.30184
9341,5497,1018,6.23164
65907,5499,628,6.20623
196354,5497,957,6.29017
29839,5497,1013,6.23347
144415,5497,998,6.25261
15290,5499,604,6.22467
185538,5497,1015,6.23204
384,5496,375,6.39554
384,5499,550,6.2713
2603,4667,76,6.53455
247104,5497,1039,6.21799
41627,4664,197,6.90177
175621,4667,88,6.29479
278553,5499,558,6.26296
30367,5497,1031,6.22528
30367,5499,585,6.23783
14,5497,1034,6.22291
14,5499,582,6.24051
224904,5499,566,6.25174
9215,4664,219,6.86289
9215,5497,978,6.27017
144270,5499,603,6.22583
198138,5499,608,6.22255
218208,4665,13,6.76815
216094,5496,402,6.34004
4218,5499,606,6.22314
40529,5496,384,6.37736
40529,5497,1036,6.22053
17240,5499,638,6.19649
228372,5497,967,6.28168
154906,5497,1037,6.21888
154906,5499,578,6.24122
234396,5498,119,6.39105
203780,5497,1049,6.21123
10997,5499,642,6.19499
4192,4664,642,6.33928
262114,5499,580,6.24083
270847,5499,533,6.28182
35488,5499,597,6.23052
15600,5497,1003,6.24332
215463,5499,623,6.21163
142271,5498,94,6.50695
253664,5498,140,6.2872
180956,5498,111,6.40811
76417,5497,995,6.2535
212346,5496,325,6.51298
94480,5497,1053,6.20918
94480,5499,599,6.22921
770,5499,704,6.13661
217,5499,660,6.18011
3085,5499,637,6.19704
239840,5499,595,6.23197
158109,5497,1038,6.21887
255615,5498,92,6.52046
234621,5497,1016,6.23179
129050,5499,621,6.21234
949,4666,120,6.40389
76150,5496,416,6.31804
131835,5499,813,6.05931
67180,5497,1020,6.2308
67180,5499,572,6.24862
15318,5497,1075,6.1857
231567,5499,565,6.25376
245045,5496,418,6.31536
83667,5497,1008,6.24019
235817,5497,1045,6.21326
235817,5499,592,6.23419
8730,4664,150,7.02387
256066,4664,260,6.79576
256066,5496,373,6.39752
200934,5497,1014,6.23207
191925,5499,673,6.16487
4394,5497,1092,6.17202
4394,5499,647,6.19162
222219,5499,584,6.2383
511,5497,1011,6.23648
201248,5499,648,6.19139
4741,5496,392,6.35275
16366,5496,483,6.21818
16366,5497,1101,6.1665
199793,4666,66,6.65937
199793,5497,1019,6.23137
123609,5497,1002,6.24361
67928,5497,1086,6.17658
200511,5497,988,6.2582
39206,5498,166,6.22291
39206,5499,681,6.15618
118705,5498,112,6.4055
118705,5499,629,6.20615
200890,5497,1030,6.2258
40381,5499,626,6.20858
36400,4664,100,7.1599
111732,5497,1044,6.21331
137423,4667,59,6.79322
137423,5497,1055,6.20766
1042,5499,666,6.17187
18748,4664,125,7.09622
4491,5496,504,6.19011
4491,5497,1141,6.12985
139899,5499,636,6.1991
274450,5496,390,6.35779
293678,5497,1033,6.22451
9364,5499,567,6.25054
631,5497,1042,6.21573
631,5499,577,6.24167
11057,4664,116,7.11771
39927,5497,1004,6.24236
81453,5497,1108,6.15924
81453,5499,668,6.16846
309430,5496,436,6.28701
309430,5497,1080,6.18144
343562,5497,1088,6.17582
231280,5499,640,6.1963
245271,5497,1153,6.12314
245271,5499,677,6.16042
103686,5497,1072,6.19066
103686,5499,645,6.19412
204286,5496,364,6.42198
251293,5499,643,6.19476
73070,5497,1057,6.20711
8107,5496,562,6.0794
181797,5497,1028,6.22852
4209,4665,41,6.45518
170587,5498,107,6.44465
17053,4665,51,6.33376
17053,5499,701,6.14101
83734,4664,149,7.02826
45748,5499,602,6.2262
1155,5497,1050,6.2097
11229,4667,75,6.53546
220588,4664,91,7.20985
233868,5496,397,6.34485
200454,5496,443,6.27698
200454,5497,1082,6.17998
21791,5497,1095,6.17099
145203,5497,1067,6.19145
10550,5499,624,6.21063
249590,4664,74,7.27423
19995,5497,1041,6.21586
37120,5499,674,6.16483
124827,5496,372,6.39756
260757,5497,1035,6.22279
231327,5496,365,6.42139
80771,5496,466,6.2315
80771,5499,658,6.18208
285894,5499,559,6.25918
193867,5497,966,6.2823
691,5497,1068,6.19138
172547,5497,1064,6.19851
103649,5499,650,6.19071
157789,5499,694,6.14614
214293,5498,153,6.25567
62871,5498,278,5.96642
176530,5497,1023,6.22973
303672,5499,611,6.21963
302336,5497,1179,6.10323
302336,5499,676,6.16375
118418,5499,633,6.20265
16991,4666,144,6.27674
77,4664,119,7.10837
119637,5499,570,6.24933
258074,5497,1094,6.17106
257759,5499,652,6.18845
124965,4667,51,6.87672
90305,5499,679,6.15996
40398,5499,792,6.07276
232666,5496,462,6.242
232666,5497,1115,6.15648
248900,5497,1059,6.20221
142296,5498,133,6.33005
19427,4666,104,6.48528
257066,5497,1071,6.19089
300905,5498,69,6.62363
284775,4667,65,6.75359
284775,5496,420,6.31315
37196,5499,700,6.14153
215613,4666,129,6.33606
145633,5497,1093,6.17121
274093,5499,594,6.23211
249411,5497,1046,6.2129
1044,4664,270,6.77536
1044,5496,411,6.32298
265256,5498,114,6.40374
265256,5499,618,6.21438
19643,4667,87,6.32914
192455,5496,521,6.16313
66587,5497,1136,6.13514
17161,5497,1111,6.1584
8095,5496,464,6.23224
1484,5499,664,6.17604
251890,4666,71,6.61878
38506,5496,469,6.22983
38506,5497,1128,6.14624
798,4664,302,6.71109
162,4664,584,6.39189
162,5496,507,6.18212
5867,5499,662,6.17876
22897,4667,60,6.78481
18866,5499,711,6.13293
300583,5497,1063,6.19874
300583,5499,601,6.22702
2529,4664,208,6.88366
987,4664,654,6.32775
987,5497,1283,6.0327
145645,5497,1060,6.2013
145645,5499,614,6.21861
23107,5497,1168,6.11395
23107,5499,728,6.12063
156501,5496,406,6.33292
244,5496,473,6.22658
244,5497,1174,6.10635
277699,5497,1073,6.18829
277699,5499,610,6.22077
237211,5497,1137,6.13439
32944,5497,1024,6.2295
256,5499,714,6.1318
265683,5499,661,6.17917
316622,5499,615,6.21723
105593,5498,183,6.18964
125046,5499,634,6.20042
41429,4664,131,7.07023
204431,5498,99,6.48056
230200,5499,616,6.21612
531,5497,1089,6.17536
161226,5499,657,6.18217
22245,5497,1124,6.14825
22245,5499,667,6.17082
91523,5499,686,6.15457
191572,5499,672,6.16709
78733,5497,1025,6.22908
303051,4664,605,6.37028
303051,5496,440,6.27969
184459,5497,1052,6.20939
262547,5498,101,6.47798
153623,5499,639,6.19634
234948,5497,1043,6.21395
122588,4667,57,6.82361
181960,5499,656,6.18289
1116,5499,646,6.19234
223278,5497,1091,6.17442
192934,5497,1125,6.14787
40832,5499,663,6.17782
233955,5497,1106,6.16406
233955,5499,654,6.18396
32484,4664,560,6.40744
32484,5497,1122,6.14955
128931,5497,1066,6.19186
283387,5497,1084,6.17866
256852,5496,405,6.33774
171479,5496,441,6.2792
193621,5498,243,6.05406
169147,5499,665,6.17313
286,4664,305,6.70273
286,5497,1154,6.1219
274428,4664,172,6.95822
274428,5496,380,6.39193
20,5497,1078,6.18263
2288,5496,450,6.26581
127127,5496,460,6.24839
180901,5497,1069,6.1912
8195,4665,21,6.63986
207016,5499,684,6.15539
189453,5497,1113,6.15762
25261,5496,523,6.16046
3972,5497,1164,6.11614
3972,5499,680,6.15869
232520,5497,1083,6.17951
232520,5499,630,6.2059
3870,5497,1105,6.1641
32674,4667,68,6.72197
31479,4666,85,6.53223
31479,5499,659,6.1817
132544,5497,1114,6.15705
279869,5498,106,6.44944
279869,5499,635,6.19916
160081,5496,425,6.30663
262540,5497,1081,6.1808
128445,5496,407,6.3304
2533,5497,1090,6.17483
2533,5499,644,6.19414
335609,5499,622,6.21227
276925,4664,267,6.78019
276925,5496,389,6.36286
168054,5496,475,6.22457
39188,4664,77,7.26342
2476,5497,1109,6.15912
220827,5496,362,6.42477
220827,5497,1087,6.17618
176524,5497,1062,6.19877
269199,5499,651,6.18849
18485,5497,1026,6.22898
248949,5496,419,6.31509
145976,4664,181,6.93246
130882,5499,690,6.1484
128554,4666,128,6.34641
128554,5499,678,6.15998
19841,4666,172,6.19668
38309,5497,1054,6.20911
164812,5499,718,6.12945
632,5499,703,6.13796
224272,5498,164,6.23066
328479,5499,632,6.20391
1262,4664,532,6.43078
140535,5497,1155,6.1214
108,4666,91,6.50627
112373,5499,720,6.12779
214234,4664,148,7.02891
193557,4666,167,6.22261
1423,4664,240,6.82172
28620,5497,1134,6.13965
258309,5498,103,6.46188
173200,5498,193,6.17174
168679,5497,1202,6.08397
168679,5499,755,6.09886
139952,4664,440,6.52754
139952,5497,1070,6.19106
321277,5497,1076,6.18521
103660,5497,1107,6.16388
191301,4664,372,6.60715
191301,5496,439,6.28401
300010,4665,12,6.76878
59753,5497,1116,6.15589
117960,5499,706,6.13522
936,5496,434,6.28985
125311,4666,136,6.30515
250621,5497,1079,6.18144
225729,5496,471,6.22721
245658,5499,670,6.16765
231819,5499,685,6.15508
102104,5498,272,5.97641
102104,5499,869,6.01917
269160,5497,1130,6.1435
22532,4664,408,6.57017
178570,5498,161,6.23513
303551,4664,183,6.93077
205127,5497,1118,6.15158
317231,5497,1077,6.18406
124839,5497,1100,6.16651
219217,5496,408,6.32888
259061,4667,50,6.87911
259061,5497,1138,6.13239
4688,4664,84,7.23452
292126,5497,1097,6.16844
7865,5499,709,6.1338
262208,5499,707,6.13501
19348,5497,1112,6.15764
348,5497,1119,6.15084
883,5499,738,6.11327
143157,5499,692,6.14763
237087,5498,150,6.26585
1491,5497,1126,6.14777
153,5499,713,6.13186
171890,5499,715,6.13133
168274,5496,491,6.21301
122,5497,1176,6.10624
2381,5498,257,6.02109
153097,5496,482,6.2184
153097,5497,1172,6.10739
1589,4664,421,6.54984
99392,5496,452,6.26332
99392,5497,1099,6.16672
59,5497,1135,6.13906
38786,4664,92,7.19369
932,5497,1131,6.1424
932,5499,671,6.16713
154301,5496,467,6.23133
329845,5498,91,6.52313
329845,5499,655,6.1832
7866,5499,732,6.11876
16216,5499,744,6.10907
193560,5499,716,6.13053
714,5496,585,6.03985
149809,5499,702,6.13823
23817,5497,1065,6.19523
37400,5499,735,6.11785
70519,4664,225,6.85182
147930,5496,477,6.22296
147930,5499,683,6.15546
129731,5497,1240,6.06302
184491,5498,174,6.20783
119012,5497,1110,6.15848
8172,5498,132,6.33074
55952,5497,1102,6.16627
229414,5497,1104,6.16454
12350,5496,435,6.28761
34615,5499,754,6.09895
32116,5499,747,6.10784
182704,5497,1143,6.1284
182704,5499,705,6.13619
247585,4664,576,6.39658
247585,5496,424,6.3075
317504,4666,74,6.59918
34969,4666,76,6.58399
34969,5499,675,6.16428
27356,5497,1194,6.08966
27356,5499,745,6.10799
55253,5499,729,6.11996
193670,5496,395,6.34933
85250,5499,725,6.12306
1293,5499,856,6.02968
264239,5499,719,6.12803
203411,5498,102,6.46545
111,5497,1156,6.12103
209671,5496,458,6.2531
140717,5497,1177,6.10592
216403,4666,98,6.49405
805,5496,505,6.18898
119781,5496,446,6.26765
119781,5497,1121,6.15014
175,5499,740,6.11164
298102,5496,437,6.28635
154003,5499,708,6.13403
289081,5499,649,6.19076
28829,4664,353,6.64397
246297,5498,143,6.27717
2266,4666,131,6.33242
40425,5497,1169,6.11317
40425,5499,717,6.12947
167763,5497,1204,6.08211
17393,4664,212,6.87408
133528,5496,461,6.24582
118000,5499,697,6.14317
179182,5497,1162,6.11719
1194,5497,1182,6.1006
5622,4664,139,7.04978
93724,5497,1140,6.13017
268012,5496,398,6.34364
268012,5497,1216,6.07781
28723,5497,1158,6.11878
212765,4666,109,6.45865
212765,5499,698,6.14247
8170,5496,519,6.16458
177659,5497,1103,6.16509
6068,5499,764,6.09374
30241,5499,712,6.13229
191055,4666,88,6.52294
191055,5499,682,6.15603
254123,5496,417,6.31585
261393,5496,429,6.299
1334,5497,1186,6.09811
1334,5499,742,6.11088
153737,5497,1132,6.14186
265,5497,1209,6.08118
253506,4664,186,6.92761
253506,5497,1117,6.15207
520,4664,724,6.2755
143176,5497,1163,6.11643
192312,5497,1144,6.12808
254513,5499,687,6.15329
200847,5498,162,6.23332
96152,5497,1139,6.13182
32441,5498,204,6.13554
32441,5499,795,6.07105
318546,5499,689,6.14866
3439,4667,103,6.18878
1260,5499,789,6.07495
189067,5497,1197,6.08793
156548,5496,496,6.20417
156548,5497,1251,6.05377
231999,4666,121,6.40008
5620,4664,192,6.91668
124969,4667,45,6.92064
149241,5496,447,6.26715
223,5499,693,6.14704
20133,4664,191,6.92068
34373,5499,767,6.09183
283649,5499,726,6.123
1425,4664,255,6.80174
1621,5496,470,6.2276
267814,5496,499,6.20211
23686,5498,192,6.17528
23418,4664,109,7.14135
80006,5499,743,6.10925
35505,5499,746,6.10797
197320,5497,1120,6.15065
172552,5496,550,6.09937
172552,5497,1249,6.05563
21654,5497,1192,6.09236
37734,5497,1160,6.118
148290,4666,132,6.32091
350736,5499,691,6.14766
130486,5497,1098,6.16751
182082,5499,669,6.16772
216439,5499,769,6.09029
90870,5499,710,6.13362
24037,5499,787,6.07678
119866,4664,171,6.95829
75091,5497,1150,6.12539
224483,5497,1127,6.14723
184346,5499,785,6.0774
35350,4664,300,6.72042
4249,5497,1203,6.08346
200058,5497,1148,6.12553
198707,5496,415,6.31933
233676,5497,1206,6.08163
207991,5497,1188,6.09541
185196,5497,1198,6.08717
185196,5499,748,6.10593
272409,5497,1222,6.07537
2639,4664,537,6.42385
134520,4664,145,7.03337
160958,5496,487,6.21488
3041,4664,217,6.86627
258148,5496,457,6.25421
35572,5497,1166,6.11434
281515,4664,277,6.75856
2612,5497,1129,6.1437
245353,5496,456,6.25548
287,4666,134,6.31292
287,5499,761,6.09393
199723,5496,423,6.30784
298060,5499,696,6.14361
23451,5497,1195,6.08894
4174,5498,225,6.09011
253185,5499,733,6.11869
125977,4664,204,6.88845
75212,5497,1159,6.11821
225482,5499,695,6.14594
23730,5497,1199,6.08701
2162,4664,968,6.11996
253398,5499,721,6.12528
175360,4664,213,6.87264
129351,5496,531,6.13903
129351,5499,783,6.07952
136000,4664,548,6.41508
136000,5496,472,6.22717
218129,5499,750,6.10267
11945,5498,124,6.38505
190400,4667,61,6.77686
190400,5496,442,6.27857
124668,5496,485,6.21516
25729,4664,178,6.93507
163930,5499,752,6.09957
215371,5498,110,6.42881
235922,5499,723,6.12463
202288,5499,737,6.11412
246201,4664,366,6.62217
101,5499,730,6.11982
228133,5497,1170,6.11122
273779,5497,1205,6.08191
27463,5496,509,6.17984
27463,5497,1200,6.08677
230769,5496,493,6.21168
219832,5497,1161,6.1173
42939,5496,455,6.25576
228668,5497,1217,6.07762
3236,5497,1189,6.09483
227466,5499,699,6.14224
235591,5496,454,6.25609
322289,5497,1123,6.14925
84732,5499,731,6.11883
36708,5497,1175,6.10625
41302,4665,48,6.36306
284121,5497,1151,6.12521
205498,5497,1146,6.12591
95105,5496,532,6.13739
95105,5499,793,6.0725
275916,4666,87,6.52369
181495,5496,448,6.26625
197831,5496,591,6.02733
197831,5497,1446,5.92679
135281,5497,1180,6.10321
11168,4664,360,6.63199
251747,4664,85,7.23349
296,5497,1178,6.1046
788,5496,449,6.26602
68076,4664,120,7.10644
138704,4666,83,6.53813
138704,5497,1157,6.12049
2165,4667,124,5.97537
209003,4664,98,7.16446
25951,5497,1247,6.05655
25951,5498,203,6.13662
231197,5496,476,6.22298
173096,5499,727,6.12188
127493,4664,214,6.87259
109779,5497,1218,6.07719
109779,5499,751,6.10183
124968,4667,48,6.89732
3202,4664,206,6.88573
5406,5497,1219,6.07681
100679,5498,142,6.279
128664,5498,175,6.20475
24762,5497,1215,6.07784
139033,5497,1167,6.11396
31291,4664,274,6.76701
56786,5499,765,6.09287
508,4664,321,6.68714
14808,5496,553,6.09398
38548,5499,774,6.08622
46007,5497,1173,6.10649
156442,5499,734,6.11812
295948,4666,81,6.5631
20545,5498,253,6.0279
20545,5499,865,6.02254
759,4664,247,6.81483
27048,4664,554,6.41107
27048,5497,1239,6.06327
159469,4667,69,6.69866
159469,5496,453,6.26014
30539,5499,878,6.01602
16,5497,1171,6.10767
271785,5498,147,6.27306
271785,5499,758,6.09588
206490,5497,1133,6.14084
3967,4664,431,6.54149
3967,5496,498,6.20261
140343,5496,451,6.26359
181260,5497,1207,6.08125
4583,5499,739,6.11293
3421,5499,781,6.08073
274533,5498,205,6.13029
8490,4664,409,6.56835
189,5497,1181,6.10244
189,5499,736,6.11522
692,4664,488,6.46369
108722,4664,490,6.46235
108722,5496,492,6.2117
130877,5498,159,6.24511
169704,5496,522,6.16293
169704,5497,1225,6.07321
96792,5496,500,6.19833
96792,5497,1187,6.09779
280748,5496,465,6.2316
6866,5499,688,6.15124
7806,5499,812,6.05953
58602,5499,753,6.09926
6050,5496,527,6.15462
8924,4665,57,6.28987
8924,5498,196,6.15882
210900,5499,762,6.09391
181761,5499,772,6.08884
118610,5497,1211,6.08033
118610,5499,756,6.09797
243797,5497,1184,6.09927
84465,4664,265,6.78407
193210,5499,766,6.09249
223779,5497,1282,6.03576
300936,5499,759,6.09466
1917,4666,335,5.8669
1917,5499,965,5.95869
815,5496,648,5.95849
815,5499,935,5.972
210040,4666,192,6.15209
36888,5497,1183,6.10034
2516,4664,304,6.70682
2516,5496,463,6.23371
63091,4664,312,6.69827
63091,5496,444,6.27674
169,5499,806,6.06594
188314,4666,94,6.49969
188314,5497,1190,6.09413
172155,5497,1191,6.09316
141090,5497,1152,6.12459
299,4664,283,6.7481
172242,5498,357,5.82093
177939,4667,44,6.9342
227273,5497,1185,6.09822
39336,5497,1145,6.12655
192834,5497,1241,6.062
256804,5498,194,6.16577
19301,5497,1237,6.06469
19301,5499,790,6.07457
337787,5499,724,6.12375
